Cliente	Anio	Mes	Minutos_Trabajados
1193	2021	03	232
1193	2021	04	233
1195	2014	02	819
1195	2014	04	586
1195	2014	06	407
1195	2014	08	359
1195	2014	10	338
1195	2014	12	356
1195	2015	02	828
1195	2015	04	549
1195	2015	06	374
1195	2015	08	380
1195	2015	10	342
1195	2015	12	426
1195	2016	02	770
1195	2016	04	498
1195	2016	06	382
1195	2016	08	367
1195	2016	10	349
1195	2016	12	458
1195	2017	02	773
1195	2017	04	455
1195	2017	06	399
1195	2017	08	384
1195	2017	10	350
1195	2017	12	402
1195	2018	02	1074
1195	2018	04	451
1195	2018	06	354
1195	2018	08	349
1195	2018	10	326
1195	2018	12	458
1195	2019	02	701
1195	2019	04	416
1195	2019	06	312
1195	2019	08	329
1195	2019	10	295
1195	2019	12	295
1195	2020	02	605
1195	2020	03	239
1195	2020	04	239
1195	2020	06	370
1195	2020	07	206
1195	2020	08	206
1195	2020	09	175
1195	2020	10	175
1195	2020	11	177
1195	2020	12	177
1195	2021	01	248
1195	2021	02	248
1195	2021	03	233
1195	2021	04	233
1198	2014	02	1104
1198	2014	04	629
1198	2014	06	246
1198	2014	08	218
1198	2014	10	180
1198	2014	12	450
1198	2015	02	1080
1198	2015	04	659
1198	2015	06	241
1198	2015	08	204
1198	2015	10	202
1198	2015	12	567
1198	2016	02	1364
1198	2016	04	811
1198	2016	06	314
1198	2016	08	197
1198	2016	10	208
1198	2016	12	220
1198	2017	02	243
1198	2017	04	209
1198	2017	06	200
1198	2017	08	202
1198	2017	10	199
1198	2017	12	220
1198	2018	02	306
1198	2018	04	210
1198	2018	06	243
1198	2018	08	262
1198	2018	10	272
1198	2018	12	275
1198	2019	02	391
1198	2019	04	320
1198	2019	06	285
1198	2019	08	312
1198	2019	10	264
1198	2019	12	273
1198	2020	02	500
1198	2020	03	221
1198	2020	04	221
1198	2020	06	321
1198	2020	07	192
1198	2020	08	193
1198	2020	09	179
1198	2020	10	179
1198	2020	11	165
1198	2020	12	166
1198	2021	01	217
1198	2021	02	217
1198	2021	03	172
1198	2021	04	172
1201	2014	02	697
1201	2014	04	572
1201	2014	06	386
1201	2014	08	374
1201	2014	10	394
1201	2014	12	492
1201	2015	02	699
1201	2015	04	505
1201	2015	06	382
1201	2015	08	361
1201	2015	10	374
1201	2015	12	486
1201	2016	02	743
1201	2016	04	500
1201	2016	06	392
1201	2016	08	387
1201	2016	10	415
1201	2016	12	565
1201	2017	02	834
1201	2017	04	508
1201	2017	06	405
1201	2017	08	377
1201	2017	10	378
1201	2017	12	466
1201	2018	02	1221
1201	2018	04	525
1201	2018	06	395
1201	2018	08	437
1201	2018	10	380
1201	2018	12	523
1201	2019	02	912
1201	2019	04	772
1201	2019	06	482
1201	2019	08	394
1201	2019	10	371
1201	2019	12	450
1201	2020	02	1161
1201	2020	03	379
1201	2020	04	380
1201	2020	06	472
1201	2020	07	237
1201	2020	08	237
1201	2020	09	265
1201	2020	10	265
1201	2020	11	321
1201	2020	12	322
1201	2021	01	471
1201	2021	02	472
1201	2021	03	364
1201	2021	04	365
1202	2014	02	398
1202	2014	04	425
1202	2014	06	551
1202	2014	08	574
1202	2014	10	473
1202	2014	12	446
1202	2015	02	438
1202	2015	04	441
1202	2015	06	498
1202	2015	08	520
1202	2015	10	445
1202	2015	12	376
1202	2016	02	403
1202	2016	04	400
1202	2016	06	439
1202	2016	08	588
1202	2016	10	484
1202	2016	12	415
1202	2017	02	437
1202	2017	04	451
1202	2017	06	538
1202	2017	08	705
1202	2017	10	638
1202	2017	12	525
1202	2018	02	485
1202	2018	04	432
1202	2018	06	567
1202	2018	08	596
1202	2018	10	580
1202	2018	12	572
1202	2019	02	569
1202	2019	04	589
1202	2019	06	659
1202	2019	08	644
1202	2019	10	734
1202	2019	12	636
1202	2020	02	615
1202	2020	03	321
1202	2020	04	322
1202	2020	05	308
1202	2020	06	309
1202	2020	07	277
1202	2020	08	277
1202	2020	09	258
1202	2020	10	259
1202	2020	11	270
1202	2020	12	270
1202	2021	01	280
1202	2021	02	281
1202	2021	03	262
1202	2021	04	263
1205	2014	02	253
1205	2014	04	241
1205	2014	06	222
1205	2014	08	199
1205	2014	10	203
1205	2014	12	234
1205	2015	02	243
1205	2015	04	232
1205	2015	06	208
1205	2015	08	194
1205	2015	10	210
1205	2015	12	173
1205	2016	02	297
1205	2016	04	233
1205	2016	06	213
1205	2016	08	195
1205	2016	10	203
1205	2016	12	216
1205	2017	02	229
1205	2017	04	214
1205	2017	06	193
1205	2017	08	186
1205	2017	10	192
1205	2017	12	218
1205	2018	02	232
1205	2018	04	200
1205	2018	06	180
1205	2018	08	157
1205	2018	10	170
1205	2018	12	216
1205	2019	02	223
1205	2019	04	197
1205	2019	06	391
1205	2019	08	1272
1205	2019	10	625
1205	2019	12	275
1205	2020	02	269
1205	2020	03	144
1205	2020	04	145
1205	2020	05	132
1205	2020	06	132
1205	2020	07	124
1205	2020	08	124
1205	2020	09	124
1205	2020	10	124
1205	2020	11	133
1205	2020	12	134
1205	2021	01	150
1205	2021	02	150
1205	2021	03	150
1205	2021	04	150
1207	2014	02	347
1207	2014	04	282
1207	2014	06	300
1207	2014	08	343
1207	2014	10	266
1207	2014	12	265
1207	2015	02	306
1207	2015	04	295
1207	2015	06	311
1207	2015	08	321
1207	2015	10	328
1207	2015	12	304
1207	2016	02	330
1207	2016	04	290
1207	2016	06	283
1207	2016	08	190
1207	2016	10	410
1207	2016	12	352
1207	2017	02	355
1207	2017	04	336
1207	2017	06	390
1207	2017	08	730
1207	2017	10	527
1207	2017	12	244
1207	2018	02	333
1207	2018	04	250
1207	2018	06	237
1207	2018	08	233
1207	2018	10	236
1207	2018	12	254
1207	2019	02	298
1207	2019	04	284
1207	2019	06	243
1207	2019	08	367
1207	2019	10	472
1207	2019	12	482
1207	2020	02	627
1207	2020	03	290
1207	2020	04	291
1207	2020	06	440
1207	2020	07	234
1207	2020	08	235
1207	2020	09	223
1207	2020	10	223
1207	2020	11	234
1207	2020	12	234
1207	2021	01	298
1207	2021	02	299
1207	2021	03	315
1207	2021	04	316
1211	2014	02	444
1211	2014	04	379
1211	2014	06	361
1211	2014	08	281
1211	2014	10	266
1211	2014	12	309
1211	2015	02	407
1211	2015	04	337
1211	2015	06	334
1211	2015	08	286
1211	2015	10	269
1211	2015	12	306
1211	2016	02	378
1211	2016	04	344
1211	2016	06	337
1211	2016	10	297
1211	2016	12	329
1211	2017	02	373
1211	2017	04	329
1211	2017	06	299
1211	2017	08	256
1211	2017	10	270
1211	2017	12	331
1211	2018	02	515
1211	2018	04	337
1211	2018	06	333
1211	2018	08	271
1211	2018	10	302
1211	2018	12	329
1211	2019	02	366
1211	2019	04	336
1211	2019	06	325
1211	2019	08	303
1211	2019	10	292
1211	2019	12	319
1211	2020	02	434
1211	2020	03	211
1211	2020	04	212
1211	2020	06	315
1211	2020	07	157
1211	2020	08	157
1211	2020	09	157
1211	2020	10	158
1211	2020	11	195
1211	2020	12	195
1211	2021	01	242
1211	2021	02	242
1211	2021	03	220
1211	2021	04	221
1212	2014	02	588
1212	2014	04	515
1212	2014	06	446
1212	2014	08	466
1212	2014	10	413
1212	2014	12	406
1212	2015	02	543
1212	2015	04	459
1212	2015	06	433
1212	2015	08	466
1212	2015	10	420
1212	2015	12	412
1212	2016	02	462
1212	2016	04	430
1212	2016	06	442
1212	2016	08	502
1212	2016	10	472
1212	2016	12	462
1212	2017	02	554
1212	2017	04	489
1212	2017	06	458
1212	2017	08	485
1212	2017	10	454
1212	2017	12	446
1212	2018	02	721
1212	2018	04	458
1212	2018	06	457
1212	2018	08	469
1212	2018	10	442
1212	2018	12	436
1212	2019	02	557
1212	2019	04	492
1212	2019	06	462
1212	2019	08	437
1212	2019	10	404
1212	2019	12	408
1212	2020	02	536
1212	2020	03	309
1212	2020	04	309
1212	2020	06	464
1212	2020	07	258
1212	2020	08	259
1212	2020	09	222
1212	2020	10	223
1212	2020	11	194
1212	2020	12	194
1212	2021	01	287
1212	2021	02	287
1212	2021	03	242
1212	2021	04	242
1219	2014	02	584
1219	2014	04	424
1219	2014	06	343
1219	2014	08	323
1219	2014	10	299
1219	2014	12	305
1219	2015	02	511
1219	2015	04	380
1219	2015	06	313
1219	2015	08	400
1219	2015	10	318
1219	2015	12	329
1219	2016	02	485
1219	2016	04	357
1219	2016	06	293
1219	2016	08	296
1219	2016	10	307
1219	2016	12	326
1219	2017	02	380
1219	2017	04	292
1219	2017	06	267
1219	2017	08	304
1219	2017	10	267
1219	2017	12	258
1219	2018	02	453
1219	2018	04	286
1219	2018	06	244
1219	2018	08	257
1219	2018	10	322
1219	2018	12	278
1219	2019	02	358
1219	2019	04	311
1219	2019	06	242
1219	2019	08	267
1219	2019	10	294
1219	2019	12	281
1219	2020	02	472
1219	2020	03	201
1219	2020	04	201
1219	2020	06	306
1219	2020	07	305
1219	2020	08	305
1219	2020	09	211
1219	2020	10	212
1219	2020	11	150
1219	2020	12	151
1219	2021	01	283
1219	2021	02	284
1219	2021	03	213
1219	2021	04	213
1223	2014	02	258
1223	2014	04	215
1223	2014	06	185
1223	2014	08	170
1223	2014	10	184
1223	2014	12	198
1223	2015	02	231
1223	2015	04	215
1223	2015	06	199
1223	2015	08	196
1223	2015	10	192
1223	2015	12	180
1223	2016	02	194
1223	2016	04	167
1223	2016	06	170
1223	2016	08	165
1223	2016	10	164
1223	2016	12	179
1223	2017	02	200
1223	2017	04	183
1223	2017	06	190
1223	2017	08	203
1223	2017	10	187
1223	2017	12	191
1223	2018	02	222
1223	2018	04	198
1223	2018	06	184
1223	2018	08	192
1223	2018	10	195
1223	2018	12	191
1223	2019	02	227
1223	2019	04	218
1223	2019	06	192
1223	2019	08	195
1223	2019	10	183
1223	2019	12	172
1223	2020	02	205
1223	2020	03	116
1223	2020	04	116
1223	2020	06	190
1223	2020	07	122
1223	2020	08	122
1223	2020	09	109
1223	2020	10	110
1223	2020	11	141
1223	2020	12	141
1223	2021	01	101
1223	2021	02	102
1223	2021	03	113
1223	2021	04	114
1225	2014	02	410
1225	2014	04	224
1225	2014	06	192
1225	2014	08	231
1225	2014	10	235
1225	2014	12	231
1225	2015	02	241
1225	2015	04	251
1225	2015	06	226
1225	2015	08	207
1225	2015	10	171
1225	2015	12	147
1225	2016	02	198
1225	2016	04	180
1225	2016	06	175
1225	2016	08	169
1225	2016	10	182
1225	2016	12	241
1225	2017	02	197
1225	2017	04	219
1225	2017	06	197
1225	2017	08	179
1225	2017	10	189
1225	2017	12	200
1225	2018	02	266
1225	2018	04	208
1225	2018	06	180
1225	2018	08	185
1225	2018	10	203
1225	2018	12	229
1225	2019	02	278
1225	2019	04	177
1225	2019	06	191
1225	2019	08	192
1225	2019	10	183
1225	2019	12	193
1225	2020	02	240
1225	2020	03	137
1225	2020	04	138
1225	2020	06	202
1225	2020	07	122
1225	2020	08	122
1225	2020	09	119
1225	2020	10	120
1225	2020	11	131
1225	2020	11	214
1225	2020	12	131
1225	2020	12	214
1225	2021	01	153
1225	2021	02	153
1225	2021	03	149
1225	2021	04	149
1228	2014	02	678
1228	2014	04	564
1228	2014	06	531
1228	2014	08	857
1228	2014	10	584
1228	2014	12	569
1228	2015	02	673
1228	2015	04	536
1228	2015	06	598
1228	2015	08	639
1228	2015	10	592
1228	2015	12	551
1228	2016	02	569
1228	2016	04	540
1228	2016	06	523
1228	2016	08	496
1228	2016	10	527
1228	2016	12	599
1228	2017	02	617
1228	2017	04	512
1228	2017	06	495
1228	2017	08	549
1228	2017	10	581
1228	2017	12	517
1228	2018	02	670
1228	2018	04	500
1228	2018	06	550
1228	2018	08	620
1228	2018	10	615
1228	2018	12	597
1228	2019	02	568
1228	2019	04	578
1228	2019	06	558
1228	2019	08	731
1228	2019	10	615
1228	2019	12	569
1228	2020	02	636
1228	2020	03	331
1228	2020	04	332
1228	2020	06	666
1228	2020	07	358
1228	2020	08	359
1228	2020	09	341
1228	2020	10	342
1228	2020	11	326
1228	2020	12	326
1228	2021	01	324
1228	2021	02	325
1228	2021	03	270
1228	2021	04	270
1229	2014	02	767
1229	2014	04	590
1229	2014	06	525
1229	2014	08	503
1229	2014	10	471
1229	2014	12	515
1229	2015	02	704
1229	2015	04	627
1229	2015	06	524
1229	2015	08	459
1229	2015	10	472
1229	2015	12	512
1229	2016	02	702
1229	2016	04	601
1229	2016	06	491
1229	2016	08	450
1229	2016	10	447
1229	2016	12	485
1229	2017	02	650
1229	2017	04	523
1229	2017	06	456
1229	2017	08	423
1229	2017	10	455
1229	2017	12	538
1229	2018	02	983
1229	2018	04	561
1229	2018	06	514
1229	2018	08	453
1229	2018	10	481
1229	2018	12	526
1229	2019	02	712
1229	2019	04	639
1229	2019	06	545
1229	2019	08	539
1229	2019	10	526
1229	2019	12	521
1229	2020	02	873
1229	2020	03	334
1229	2020	04	335
1229	2020	06	476
1229	2020	07	238
1229	2020	08	238
1229	2020	09	269
1229	2020	10	269
1229	2020	11	283
1229	2020	12	284
1229	2021	01	492
1229	2021	02	492
1229	2021	03	434
1229	2021	04	434
1240	2014	02	497
1240	2014	02	67
1240	2014	04	421
1240	2014	06	341
1240	2014	08	338
1240	2014	08	62
1240	2014	10	333
1240	2014	10	83
1240	2014	12	332
1240	2014	12	69
1240	2015	02	593
1240	2015	04	65
1240	2015	04	410
1240	2015	06	78
1240	2015	06	350
1240	2015	08	86
1240	2015	08	283
1240	2015	10	77
1240	2015	10	241
1240	2015	12	75
1240	2015	12	234
1240	2016	02	91
1240	2016	02	308
1240	2016	04	271
1240	2016	04	91
1240	2016	06	223
1240	2016	06	98
1240	2016	08	213
1240	2016	08	103
1240	2016	10	207
1240	2016	10	98
1240	2016	12	225
1240	2016	12	80
1240	2017	02	236
1240	2017	02	66
1240	2017	04	63
1240	2017	04	218
1240	2017	06	73
1240	2017	06	215
1240	2017	08	74
1240	2017	08	225
1240	2017	10	65
1240	2017	10	225
1240	2017	12	233
1240	2017	12	70
1240	2018	02	316
1240	2018	02	79
1240	2018	04	110
1240	2018	04	232
1240	2018	06	114
1240	2018	06	216
1240	2018	08	124
1240	2018	08	230
1240	2018	10	98
1240	2018	10	205
1240	2018	12	87
1240	2018	12	228
1240	2019	02	82
1240	2019	02	273
1240	2019	04	91
1240	2019	04	259
1240	2019	06	231
1240	2019	06	88
1240	2019	08	230
1240	2019	08	91
1240	2019	10	89
1240	2019	10	198
1240	2019	12	217
1240	2019	12	82
1240	2020	02	75
1240	2020	02	333
1240	2020	03	65
1240	2020	03	172
1240	2020	04	172
1240	2020	04	66
1240	2020	06	83
1240	2020	06	244
1240	2020	07	108
1240	2020	07	64
1240	2020	08	109
1240	2020	08	65
1240	2020	09	113
1240	2020	09	62
1240	2020	10	114
1240	2020	10	63
1240	2020	11	63
1240	2020	11	132
1240	2020	12	64
1240	2020	12	132
1240	2021	01	66
1240	2021	01	192
1240	2021	02	66
1240	2021	02	193
1240	2021	03	155
1240	2021	03	64
1240	2021	04	64
1240	2021	04	155
1247	2014	02	119
1247	2014	04	99
1247	2014	12	67
1247	2015	02	447
1247	2015	04	448
1247	2015	06	448
1247	2015	08	492
1247	2015	10	513
1247	2015	12	496
1247	2016	02	532
1247	2016	04	476
1247	2016	06	440
1247	2016	08	429
1247	2016	10	449
1247	2016	12	443
1247	2017	02	458
1247	2017	04	463
1247	2017	06	477
1247	2017	08	491
1247	2017	10	491
1247	2017	12	472
1247	2018	02	508
1247	2018	04	443
1247	2018	06	427
1247	2018	08	88
1247	2019	02	104
1247	2019	04	155
1247	2019	06	189
1247	2019	08	139
1247	2019	10	154
1247	2019	12	159
1247	2020	02	218
1247	2020	03	133
1247	2020	04	133
1247	2020	06	208
1247	2020	07	127
1247	2020	08	127
1247	2020	09	111
1247	2020	10	112
1247	2020	11	123
1247	2020	12	123
1247	2021	01	145
1247	2021	02	145
1247	2021	03	140
1247	2021	04	140
1253	2014	02	485
1253	2014	04	425
1253	2014	06	410
1253	2014	08	404
1253	2014	10	422
1253	2014	12	392
1253	2015	02	470
1253	2015	04	420
1253	2015	06	434
1253	2015	08	435
1253	2015	10	399
1253	2015	12	415
1253	2016	02	473
1253	2016	04	458
1253	2016	06	404
1253	2016	08	405
1253	2016	10	438
1253	2016	12	477
1253	2017	02	459
1253	2017	04	397
1253	2017	06	388
1253	2017	08	468
1253	2017	10	426
1253	2017	12	433
1253	2018	02	545
1253	2018	04	432
1253	2018	06	444
1253	2018	08	411
1253	2018	10	414
1253	2018	12	380
1253	2019	02	469
1253	2019	04	430
1253	2019	06	422
1253	2019	08	459
1253	2019	10	427
1253	2019	12	404
1253	2020	02	472
1253	2020	03	250
1253	2020	04	250
1253	2020	06	436
1253	2020	07	239
1253	2020	08	239
1253	2020	09	235
1253	2020	10	236
1253	2020	11	239
1253	2020	12	239
1253	2021	01	292
1253	2021	02	292
1253	2021	03	262
1253	2021	04	262
1258	2014	02	647
1258	2014	04	449
1258	2014	06	297
1258	2014	08	265
1258	2014	10	262
1258	2014	12	268
1258	2015	02	843
1258	2015	04	529
1258	2015	06	332
1258	2015	08	284
1258	2015	10	274
1258	2015	12	439
1258	2016	02	728
1258	2016	04	520
1258	2016	06	310
1258	2016	08	278
1258	2016	10	286
1258	2016	12	467
1258	2017	02	869
1258	2017	04	459
1258	2017	06	319
1258	2017	08	300
1258	2017	10	291
1258	2017	12	469
1258	2018	02	1129
1258	2018	04	430
1258	2018	06	314
1258	2018	08	277
1258	2018	10	269
1258	2018	12	481
1258	2019	02	775
1258	2019	04	547
1258	2019	06	325
1258	2019	08	306
1258	2019	10	289
1258	2019	12	358
1258	2020	02	860
1258	2020	03	270
1258	2020	04	270
1258	2020	06	404
1258	2020	07	252
1258	2020	08	252
1258	2020	09	200
1258	2020	10	200
1258	2020	11	208
1258	2020	12	208
1258	2021	01	371
1258	2021	02	371
1258	2021	03	276
1258	2021	04	276
1260	2014	02	468
1260	2014	04	500
1260	2014	06	474
1260	2014	08	476
1260	2014	10	499
1260	2014	12	471
1260	2015	02	456
1260	2015	04	454
1260	2015	06	472
1260	2015	08	520
1260	2015	10	537
1260	2015	12	513
1260	2016	02	529
1260	2016	04	509
1260	2016	06	485
1260	2016	08	524
1260	2016	10	511
1260	2016	12	524
1260	2017	02	474
1260	2017	04	476
1260	2017	06	496
1260	2017	08	468
1260	2017	10	474
1260	2017	12	472
1260	2018	02	483
1260	2018	04	418
1260	2018	06	461
1260	2018	08	471
1260	2018	10	473
1260	2018	12	418
1260	2019	02	412
1260	2019	04	452
1260	2019	06	484
1260	2019	08	492
1260	2019	10	467
1260	2019	12	644
1260	2020	02	763
1260	2020	03	385
1260	2020	04	386
1260	2020	05	380
1260	2020	06	380
1260	2020	07	380
1260	2020	08	380
1260	2020	09	359
1260	2020	10	360
1260	2020	11	366
1260	2020	12	367
1260	2021	01	327
1260	2021	02	328
1260	2021	03	307
1260	2021	04	308
1263	2014	02	302
1263	2014	04	219
1263	2014	06	201
1263	2014	08	201
1263	2014	10	199
1263	2014	12	210
1263	2015	02	323
1263	2015	04	229
1263	2015	06	190
1263	2015	08	201
1263	2015	10	191
1263	2015	12	204
1263	2016	02	429
1263	2016	04	274
1263	2016	06	200
1263	2016	08	191
1263	2016	10	190
1263	2016	12	198
1263	2017	02	293
1263	2017	04	255
1263	2017	06	197
1263	2017	08	190
1263	2017	10	190
1263	2017	12	215
1263	2018	02	691
1263	2018	04	261
1263	2018	06	222
1263	2018	08	204
1263	2018	10	199
1263	2018	12	226
1263	2019	02	365
1263	2019	04	318
1263	2019	06	225
1263	2019	08	212
1263	2019	10	201
1263	2019	12	211
1263	2020	02	800
1263	2020	03	160
1263	2020	04	161
1263	2020	06	204
1263	2020	07	120
1263	2020	08	121
1263	2020	09	117
1263	2020	10	118
1263	2020	11	140
1263	2020	12	140
1263	2021	01	360
1263	2021	02	360
1263	2021	03	233
1263	2021	04	233
1264	2014	02	125
1264	2014	04	151
1264	2014	06	147
1264	2014	08	128
1264	2014	10	133
1264	2014	12	166
1264	2015	02	158
1264	2015	04	155
1264	2015	06	131
1264	2015	08	122
1264	2015	10	148
1264	2015	12	159
1264	2016	02	158
1264	2016	04	171
1264	2016	06	176
1264	2016	08	136
1264	2016	10	174
1264	2016	12	166
1264	2017	02	181
1264	2017	04	191
1264	2017	06	164
1264	2017	08	149
1264	2017	10	176
1264	2017	12	155
1264	2018	02	321
1264	2018	04	168
1264	2018	06	147
1264	2018	08	168
1264	2018	10	175
1264	2018	12	156
1264	2019	02	166
1264	2019	04	195
1264	2019	06	191
1264	2019	08	177
1264	2019	10	163
1264	2019	12	179
1264	2020	02	199
1264	2020	03	140
1264	2020	04	141
1264	2020	06	197
1264	2020	07	124
1264	2020	08	124
1264	2020	09	117
1264	2020	10	118
1264	2020	11	124
1264	2020	12	125
1264	2021	01	147
1264	2021	02	148
1264	2021	03	143
1264	2021	04	143
1268	2014	02	98
1268	2014	04	84
1268	2015	02	68
1268	2019	06	557
1285	2014	02	534
1285	2014	04	470
1285	2014	06	471
1285	2014	08	480
1285	2014	10	474
1285	2014	12	480
1285	2015	02	705
1285	2015	04	559
1285	2015	06	473
1285	2015	08	453
1285	2015	10	453
1285	2015	12	506
1285	2016	02	713
1285	2016	04	514
1285	2016	06	446
1285	2016	08	430
1285	2016	10	415
1285	2016	12	488
1285	2017	02	725
1285	2017	04	435
1285	2017	06	415
1285	2017	08	438
1285	2017	10	408
1285	2017	12	504
1285	2018	02	1010
1285	2018	04	607
1285	2018	06	464
1285	2018	08	463
1285	2018	10	464
1285	2018	12	615
1285	2019	02	959
1285	2019	04	702
1285	2019	06	586
1285	2019	08	501
1285	2019	10	461
1285	2019	12	545
1285	2020	02	1008
1285	2020	03	337
1285	2020	04	337
1285	2020	05	248
1285	2020	06	249
1285	2020	07	230
1285	2020	08	230
1285	2020	09	209
1285	2020	10	209
1285	2020	11	273
1285	2020	12	274
1285	2021	01	443
1285	2021	02	443
1285	2021	03	293
1285	2021	04	294
1287	2014	02	511
1287	2014	04	512
1287	2014	06	506
1287	2014	08	478
1287	2014	10	449
1287	2014	12	446
1287	2015	02	501
1287	2015	04	446
1287	2015	06	448
1287	2015	08	402
1287	2015	10	403
1287	2015	12	445
1287	2016	02	592
1287	2016	04	444
1287	2016	06	430
1287	2016	08	416
1287	2016	10	413
1287	2016	12	446
1287	2017	02	579
1287	2017	04	479
1287	2017	06	400
1287	2017	08	432
1287	2017	10	442
1287	2017	12	498
1287	2018	02	754
1287	2018	04	519
1287	2018	06	451
1287	2018	08	425
1287	2018	10	404
1287	2018	12	427
1287	2019	02	604
1287	2019	04	523
1287	2019	06	469
1287	2019	08	472
1287	2019	10	429
1287	2019	12	465
1287	2020	02	531
1287	2020	03	256
1287	2020	04	256
1287	2020	06	377
1287	2020	07	195
1287	2020	08	195
1287	2020	09	186
1287	2020	10	187
1287	2020	11	182
1287	2020	12	183
1287	2021	01	218
1287	2021	02	218
1287	2021	03	199
1287	2021	04	199
1292	2014	02	646
1292	2014	04	510
1292	2014	06	343
1292	2014	08	382
1292	2014	10	403
1292	2014	12	515
1292	2015	02	719
1292	2015	04	538
1292	2015	06	446
1292	2015	08	490
1292	2015	10	534
1292	2015	12	628
1292	2016	02	723
1292	2016	04	567
1292	2016	06	554
1292	2016	08	506
1292	2016	10	510
1292	2016	12	618
1292	2017	02	740
1292	2017	04	553
1292	2017	06	491
1292	2017	08	567
1292	2017	10	477
1292	2017	12	509
1292	2018	02	941
1292	2018	04	569
1292	2018	06	514
1292	2018	08	510
1292	2018	10	526
1292	2018	12	543
1292	2019	02	598
1292	2019	04	511
1292	2019	06	345
1292	2019	08	296
1292	2019	10	274
1292	2019	12	322
1292	2020	02	632
1292	2020	03	273
1292	2020	04	274
1292	2020	06	328
1292	2020	07	193
1292	2020	08	193
1292	2020	09	169
1292	2020	10	170
1292	2020	11	217
1292	2020	12	217
1292	2021	01	327
1292	2021	02	327
1292	2021	03	254
1292	2021	04	255
1298	2014	02	309
1298	2014	04	168
1298	2014	06	94
1298	2014	08	205
1298	2014	10	106
1298	2014	12	98
1298	2015	02	211
1298	2015	04	123
1298	2015	06	87
1298	2015	08	98
1298	2015	10	71
1298	2015	12	90
1298	2016	02	228
1298	2016	04	121
1298	2016	06	79
1298	2016	08	113
1298	2016	10	87
1298	2016	12	87
1298	2017	02	191
1298	2017	04	105
1298	2017	06	96
1298	2017	08	133
1298	2017	10	107
1298	2017	12	94
1298	2018	02	272
1298	2018	04	108
1298	2018	06	70
1298	2018	08	120
1298	2018	10	93
1298	2018	12	93
1298	2019	02	180
1298	2019	04	121
1298	2019	06	89
1298	2019	08	104
1298	2019	10	72
1298	2019	12	73
1298	2020	02	215
1298	2020	03	76
1298	2020	04	76
1298	2020	06	91
1298	2020	07	74
1298	2020	08	75
1298	2020	11	66
1298	2020	12	67
1298	2021	01	128
1298	2021	02	129
1298	2021	03	91
1298	2021	04	92
1301	2014	02	381
1301	2014	04	409
1301	2014	06	389
1301	2014	08	128
1301	2014	10	340
1301	2014	12	257
1301	2015	02	432
1301	2015	04	187
1301	2015	06	257
1301	2015	08	376
1301	2015	10	482
1301	2015	12	408
1301	2016	02	711
1301	2016	04	333
1301	2016	06	549
1301	2016	08	1104
1301	2016	10	799
1301	2016	12	1005
1301	2017	02	1275
1301	2017	04	845
1301	2017	06	773
1301	2017	08	725
1301	2017	10	803
1301	2017	12	718
1301	2018	02	1236
1301	2018	04	547
1301	2018	06	626
1301	2018	08	477
1301	2018	10	717
1301	2018	12	857
1301	2019	02	1100
1301	2019	04	671
1301	2019	06	1025
1301	2019	08	710
1301	2019	10	926
1301	2019	12	1179
1301	2020	02	1731
1301	2020	03	490
1301	2020	04	490
1301	2020	06	1000
1301	2020	07	285
1301	2020	08	285
1301	2020	09	505
1301	2020	10	506
1301	2020	11	555
1301	2020	12	556
1301	2021	01	449
1301	2021	02	449
1301	2021	03	613
1301	2021	04	614
1304	2017	04	213
1304	2017	06	265
1304	2017	08	265
1304	2017	10	265
1304	2017	12	283
1304	2018	02	338
1304	2018	04	317
1304	2018	06	348
1304	2018	08	324
1304	2018	10	275
1304	2018	12	316
1304	2019	02	327
1304	2019	04	325
1304	2019	06	333
1304	2019	08	333
1304	2019	10	337
1304	2019	12	359
1304	2020	02	437
1304	2020	03	147
1304	2020	04	147
1304	2020	06	336
1304	2020	07	195
1304	2020	08	196
1304	2020	09	185
1304	2020	10	186
1304	2020	11	188
1304	2020	12	189
1304	2021	01	152
1304	2021	02	152
1304	2021	03	136
1304	2021	04	136
1314	2014	02	494
1314	2014	04	382
1314	2014	06	330
1314	2014	08	358
1314	2014	10	334
1314	2014	12	325
1314	2015	02	499
1314	2015	04	378
1314	2015	06	383
1314	2015	08	375
1314	2015	10	373
1314	2015	12	383
1314	2016	02	519
1314	2016	04	422
1314	2016	06	411
1314	2016	08	431
1314	2016	10	484
1314	2016	12	361
1314	2017	02	297
1314	2017	04	328
1314	2017	06	221
1314	2017	08	198
1314	2017	10	209
1314	2017	12	228
1314	2018	02	388
1314	2018	04	313
1314	2018	06	255
1314	2018	08	233
1314	2018	10	263
1314	2018	12	310
1314	2019	02	315
1314	2019	04	255
1314	2019	06	71
1314	2019	08	790
1314	2019	09	325
1314	2020	03	188
1314	2020	04	189
1314	2020	06	783
1314	2020	07	488
1314	2020	08	489
1314	2020	09	438
1314	2020	10	439
1314	2020	11	443
1314	2020	12	444
1314	2021	01	479
1314	2021	02	480
1314	2021	03	265
1314	2021	04	265
1317	2014	02	417
1317	2014	04	358
1317	2014	06	407
1317	2014	08	322
1317	2014	10	297
1317	2014	12	303
1317	2015	02	378
1317	2015	04	453
1317	2015	06	389
1317	2015	08	375
1317	2015	10	365
1317	2015	12	439
1317	2016	02	504
1317	2016	04	469
1317	2016	06	321
